Rk,Year,Tm,Lg,G,W,L,Ties,W.L.,pythW.L.,Finish,GB,Playoffs,R,RA,Attendance,BatAge,PAge,X.Bat,X.P,Top.Player,Managers,current
122,1895,Boston Beaneaters,NL,132,71,60,1,0.542,0.543,6th of 12,16.5,,911,829,242000,28.2,25.2,22,9,K.Nichols (9.7),F.Selee (71-60),Atlanta Braves
123,1894,Boston Beaneaters,NL,133,83,49,1,0.629,0.589,3rd of 12,8.0,,1220,1002,152800,27.5,25.7,22,12,K.Nichols (8.2),F.Selee (83-49),Atlanta Braves
124,1893,Boston Beaneaters,NL,131,86,43,2,0.667,0.607,1st of 12,,,1008,795,193300,28.3,24.9,18,7,K.Nichols (11.5),F.Selee (86-43),Atlanta Braves
125,1892,Boston Beaneaters,NL,152,102,48,2,0.68,0.627,1st of 12,,Won Series (5-0-1),862,649,146421,27.6,24.2,19,7,K.Nichols (9.2),F.Selee (102-48),Atlanta Braves
126,1891,Boston Beaneaters,NL,140,87,51,2,0.63,0.614,1st of 8,,,847,658,184472,27.2,25.1,22,10,J.Clarkson (9.8),F.Selee (87-51),Atlanta Braves
127,1890,Boston Beaneaters,NL,134,76,57,1,0.571,0.613,5th of 8,12.0,,763,593,147539,27.1,24.4,19,6,K.Nichols (13.2),F.Selee (76-57),Atlanta Braves
128,1889,Boston Beaneaters,NL,133,83,45,5,0.648,0.624,2nd of 8,1.0,,826,626,0,28.9,27.3,17,6,J.Clarkson (16.1),J.Hart (83-45),Atlanta Braves
129,1888,Boston Beaneaters,NL,137,70,64,3,0.522,0.535,4th of 8,15.5,,669,619,0,27.7,25.5,24,5,B.Nash (5.3),J.Morrill (70-64),Atlanta Braves
130,1887,Boston Beaneaters,NL,127,61,60,6,0.504,0.524,5th of 8,16.5,,834,792,0,27.7,24.9,16,5,S.Wise (4.7),K.Kelly (49-43) and J.Morrill (12-17),Atlanta Braves
131,1886,Boston Beaneaters,NL,118,56,61,1,0.479,0.497,5th of 8,30.5,,657,661,0,27.8,26.5,17,5,O.Radbourn (4.8),J.Morrill (56-61),Atlanta Braves
132,1885,Boston Beaneaters,NL,113,46,66,1,0.411,0.45,5th of 8,41.0,,528,589,0,27.0,25.5,23,4,C.Buffinton (6.0),J.Morrill (46-66),Atlanta Braves
133,1884,Boston Beaneaters,NL,116,73,38,5,0.658,0.667,2nd of 8,10.5,,684,468,0,27.0,24.1,17,5,C.Buffinton (16.2),J.Morrill (73-38),Atlanta Braves
134,1883,Boston Beaneaters,NL,98,63,35,0,0.643,0.669,1st of 8,,,669,456,0,25.9,23.8,12,3,J.Whitney (13.2),J.Burdock (30-24) and J.Morrill (33-11),Atlanta Braves
135,1882,Boston Red Stockings,NL,85,45,39,1,0.536,0.56,3rd of 8,10.0,,472,414,0,26.3,26.1,12,4,J.Whitney (8.1),J.Morrill (45-39),Atlanta Braves
136,1881,Boston Red Stockings,NL,83,38,45,0,0.458,0.424,6th of 8,17.5,,347,410,0,26.3,23.1,17,5,J.Whitney (8.7),H.Wright (38-45),Atlanta Braves
137,1880,Boston Red Stockings,NL,86,40,44,2,0.476,0.458,6th of 8,27.0,,416,456,0,26.6,24.0,18,4,J.O'Rourke (2.8),H.Wright (40-44),Atlanta Braves
138,1879,Boston Red Stockings,NL,84,54,30,0,0.643,0.706,2nd of 8,5.0,,562,348,0,25.6,23.0,13,4,T.Bond (14.4),H.Wright (54-30),Atlanta Braves
139,1878,Boston Red Stockings,NL,60,41,19,0,0.683,0.596,1st of 6,,,298,241,0,26.4,22.0,10,2,T.Bond (13.3),H.Wright (41-19),Atlanta Braves
140,1877,Boston Red Stockings,NL,61,42,18,1,0.7,0.701,1st of 6,,,419,263,0,26.1,21.0,12,2,T.Bond (11.3),H.Wright (42-18),Atlanta Braves
141,1876,Boston Red Stockings,NL,70,39,31,0,0.557,0.521,4th of 8,15.0,,471,450,0,24.7,21.9,17,6,G.Wright (3.1),H.Wright (39-31),Atlanta Braves
1,2016,Baltimore Orioles,AL East,162,89,73,0,0.549,0.518,2nd of 5,4.0,Lost ALWC (1-0),744,715,2172344,28.4,27.9,40,27,M.Machado (6.7),B.Showalter (89-73),Baltimore Orioles
2,2015,Baltimore Orioles,AL East,162,81,81,0,0.5,0.513,3rd of 5,12.0,,713,693,2281202,27.9,28.3,48,22,M.Machado (7.1),B.Showalter (81-81),Baltimore Orioles
3,2014,Baltimore Orioles,AL East,162,96,66,0,0.593,0.578,1st of 5,,Lost ALCS (4-0),705,593,2464473,28.3,27.7,44,20,S.Pearce (5.9),B.Showalter (96-66),Baltimore Orioles
4,2013,Baltimore Orioles,AL East,162,85,77,0,0.525,0.523,3rd of 5,12.0,,745,709,2357561,27.8,27.9,52,26,M.Machado (6.7),B.Showalter (85-77),Baltimore Orioles
5,2012,Baltimore Orioles,AL East,162,93,69,0,0.574,0.505,2nd of 5,2.0,Lost LDS (3-2),712,705,2102240,28.0,27.6,52,26,A.Jones (3.8),B.Showalter (93-69),Baltimore Orioles
6,2011,Baltimore Orioles,AL East,162,69,93,0,0.426,0.412,5th of 5,28.0,,708,860,1755461,28.3,28.2,50,27,M.Wieters (4.9),B.Showalter (69-93),Baltimore Orioles
7,2010,Baltimore Orioles,AL East,162,66,96,0,0.407,0.389,5th of 5,30.0,,613,785,1733019,28.7,28.4,45,23,J.Guthrie (4.7),"D.Trembley (15-39), J.Samuel (17-34) and B.Showalter (34-23)",Baltimore Orioles
8,2009,Baltimore Orioles,AL East,162,64,98,0,0.395,0.424,5th of 5,39.0,,741,876,1907163,28.7,28.1,48,27,B.Bergesen (3.3),D.Trembley (64-98),Baltimore Orioles
9,2008,Baltimore Orioles,AL East,161,68,93,0,0.422,0.452,5th of 5,28.5,,782,869,1950075,30.0,27.9,46,26,N.Markakis (7.4),D.Trembley (68-93),Baltimore Orioles
10,2007,Baltimore Orioles,AL East,162,69,93,0,0.426,0.437,4th of 5,27.0,,756,868,2164822,30.4,29.0,49,27,E.Bedard (5.8),S.Perlozzo (29-40) and D.Trembley (40-53),Baltimore Orioles
11,2006,Baltimore Orioles,AL East,162,70,92,0,0.432,0.428,4th of 5,27.0,,768,899,2153139,30.3,27.9,46,24,M.Tejada (4.5),S.Perlozzo (70-92),Baltimore Orioles
12,2005,Baltimore Orioles,AL East,162,74,88,0,0.457,0.458,4th of 5,21.0,,729,800,2624740,31.3,28.3,46,20,B.Roberts (7.2),L.Mazzilli (51-56) and S.Perlozzo (23-32),Baltimore Orioles
13,2004,Baltimore Orioles,AL East,162,78,84,0,0.481,0.507,3rd of 5,23.0,,842,830,2744018,30.4,27.4,47,22,M.Tejada (7.3),L.Mazzilli (78-84),Baltimore Orioles
14,2003,Baltimore Orioles,AL East,163,71,91,1,0.438,0.455,4th of 5,30.0,,743,820,2454523,29.3,29.2,42,20,M.Mora (4.7),M.Hargrove (71-91),Baltimore Orioles
15,2002,Baltimore Orioles,AL East,162,67,95,0,0.414,0.433,4th of 5,36.5,,667,773,2682439,29.2,27.8,46,20,M.Mora (4.7),M.Hargrove (67-95),Baltimore Orioles
16,2001,Baltimore Orioles,AL East,162,63,98,1,0.391,0.415,4th of 5,32.5,,687,829,3094841,30.1,27.6,46,22,J.Conine (2.9),M.Hargrove (63-98),Baltimore Orioles
17,2000,Baltimore Orioles,AL East,162,74,88,0,0.457,0.436,4th of 5,13.5,,794,913,3297031,32.0,29.1,50,22,M.Mussina (5.6),M.Hargrove (74-88),Baltimore Orioles
18,1999,Baltimore Orioles,AL East,162,78,84,0,0.481,0.52,4th of 5,20.0,,851,815,3433150,32.5,30.1,43,21,B.Anderson (5.9),R.Miller (78-84),Baltimore Orioles
19,1998,Baltimore Orioles,AL East,162,79,83,0,0.488,0.518,4th of 5,35.0,,817,785,3684650,33.1,30.5,48,22,R.Palmeiro (6.2),R.Miller (79-83),Baltimore Orioles
20,1997,Baltimore Orioles,AL East,162,98,64,0,0.605,0.58,1st of 5,,Lost ALCS (4-2),812,681,3711132,31.6,30.7,39,17,M.Mussina (5.6),D.Johnson (98-64),Baltimore Orioles
21,1996,Baltimore Orioles,AL East,163,88,74,1,0.543,0.523,2nd of 5,4.0,Lost ALCS (4-1),949,903,3646950,31.1,28.9,45,23,B.Anderson (6.9),D.Johnson (88-74),Baltimore Orioles
22,1995,Baltimore Orioles,AL East,144,71,73,0,0.493,0.543,3rd of 5,15.0,,704,640,3098475,30.1,29.3,46,23,M.Mussina (6.1),P.Regan (71-73),Baltimore Orioles
23,1994,Baltimore Orioles,AL East,112,63,49,0,0.563,0.577,2nd of 5,6.5,,589,497,2535359,30.2,29.1,32,15,M.Mussina (5.4),J.Oates (63-49),Baltimore Orioles
24,1993,Baltimore Orioles,AL East,162,85,77,0,0.525,0.524,3rd of 7,10.0,,786,745,3644965,29.4,28.4,41,18,C.Hoiles (6.8),J.Oates (85-77),Baltimore Orioles
25,1992,Baltimore Orioles,AL East,162,89,73,0,0.549,0.533,3rd of 7,7.0,,705,656,3567819,28.5,27.9,38,16,M.Mussina (8.2),J.Oates (89-73),Baltimore Orioles
26,1991,Baltimore Orioles,AL East,162,67,95,0,0.414,0.432,6th of 7,24.0,,686,796,2552753,28.3,27.4,42,20,C.Ripken (11.5),F.Robinson (13-24) and J.Oates (54-71),Baltimore Orioles
27,1990,Baltimore Orioles,AL East,161,76,85,0,0.472,0.481,5th of 7,11.5,,669,698,2415189,27.3,26.2,47,21,C.Ripken (7.5),F.Robinson (76-85),Baltimore Orioles
28,1989,Baltimore Orioles,AL East,162,87,75,0,0.537,0.514,2nd of 7,2.0,,708,686,2535208,27.1,26.9,40,17,C.Ripken (6.6),F.Robinson (87-75),Baltimore Orioles
29,1988,Baltimore Orioles,AL East,161,54,107,0,0.335,0.341,7th of 7,34.5,,550,789,1660738,27.7,27.3,43,21,C.Ripken (5.7),C.Ripken (0-6) and F.Robinson (54-101),Baltimore Orioles
30,1987,Baltimore Orioles,AL East,162,67,95,0,0.414,0.415,6th of 7,31.0,,729,880,1835692,30.1,27.7,41,18,E.Murray (3.8),C.Ripken (67-95),Baltimore Orioles
31,1986,Baltimore Orioles,AL East,162,73,89,0,0.451,0.468,7th of 7,22.5,,708,760,1973176,29.8,28.8,41,17,C.Ripken (6.6),E.Weaver (73-89),Baltimore Orioles
32,1985,Baltimore Orioles,AL East,161,83,78,0,0.516,0.531,4th of 7,16.0,,818,764,2132387,29.6,28.9,38,15,E.Murray (5.6),"J.Altobelli (29-26), C.Ripken (1-0) and E.Weaver (53-52)",Baltimore Orioles
33,1984,Baltimore Orioles,AL East,162,85,77,0,0.525,0.51,5th of 7,19.0,,681,667,2045784,29.9,28.6,37,15,C.Ripken (10.0),J.Altobelli (85-77),Baltimore Orioles
34,1983,Baltimore Orioles,AL East,162,98,64,0,0.605,0.592,1st of 7,,Won WS (4-1),799,652,2042071,29.7,28.2,37,14,C.Ripken (8.2),J.Altobelli (98-64),Baltimore Orioles
35,1982,Baltimore Orioles,AL East,163,94,68,1,0.58,0.554,2nd of 7,1.0,,774,687,1613031,29.6,29.5,34,13,E.Murray (5.2),E.Weaver (94-68),Baltimore Orioles
36,1981,Baltimore Orioles,AL East,105,59,46,0,0.562,0.492,2nd of 7,1.0,,429,437,1024247,30.2,29.3,34,12,E.Murray (3.7),E.Weaver (59-46),Baltimore Orioles
37,1980,Baltimore Orioles,AL East,162,100,62,0,0.617,0.603,2nd of 7,3.0,,805,640,1797438,29.7,28.8,34,12,A.Bumbry (6.1),E.Weaver (100-62),Baltimore Orioles
38,1979,Baltimore Orioles,AL East,159,102,57,0,0.642,0.618,1st of 7,,Lost WS (4-3),757,582,1681009,28.8,27.5,34,12,K.Singleton (5.2),E.Weaver (102-57),Baltimore Orioles
39,1978,Baltimore Orioles,AL East,161,90,71,0,0.559,0.518,4th of 7,9.0,,659,633,1051724,28.0,26.8,33,15,D.DeCinces (6.8),E.Weaver (90-71),Baltimore Orioles
40,1977,Baltimore Orioles,AL East,161,97,64,0,0.602,0.544,2nd of 7,2.5,,719,653,1195769,27.8,27.9,38,16,J.Palmer (7.6),E.Weaver (97-64),Baltimore Orioles
41,1976,Baltimore Orioles,AL East,162,88,74,0,0.543,0.516,2nd of 6,10.5,,619,598,1058609,29.4,28.8,37,15,J.Palmer (6.6),E.Weaver (88-74),Baltimore Orioles
42,1975,Baltimore Orioles,AL East,159,90,69,0,0.566,0.595,2nd of 6,4.5,,682,553,1002157,30.3,29.1,34,13,J.Palmer (8.5),E.Weaver (90-69),Baltimore Orioles
43,1974,Baltimore Orioles,AL East,162,91,71,0,0.562,0.534,1st of 6,,Lost ALCS (3-1),659,612,962572,28.9,28.7,32,11,B.Grich (7.3),E.Weaver (91-71),Baltimore Orioles
44,1973,Baltimore Orioles,AL East,162,97,65,0,0.599,0.632,1st of 6,,Lost ALCS (3-2),754,561,958667,28.3,28.8,33,12,B.Grich (8.3),E.Weaver (97-65),Baltimore Orioles
45,1972,Baltimore Orioles,AL East,154,80,74,0,0.519,0.585,3rd of 6,5.0,,519,430,899950,28.8,28.8,32,11,J.Palmer (6.2),E.Weaver (80-74),Baltimore Orioles
46,1971,Baltimore Orioles,AL East,158,101,57,0,0.639,0.649,1st of 6,,Lost WS (4-3),742,530,1023037,29.9,29.5,31,13,B.Robinson (6.0),E.Weaver (101-57),Baltimore Orioles
47,1970,Baltimore Orioles,AL East,162,108,54,0,0.667,0.643,1st of 6,,Won WS (4-1),792,574,1057069,28.8,28.5,32,12,J.Palmer (6.5),E.Weaver (108-54),Baltimore Orioles
48,1969,Baltimore Orioles,AL East,162,109,53,0,0.673,0.679,1st of 6,,Lost WS (4-1),779,517,1062069,28.2,27.7,30,14,F.Robinson (7.5),E.Weaver (109-53),Baltimore Orioles
49,1968,Baltimore Orioles,AL,162,91,71,0,0.562,0.569,2nd of 10,12.0,,579,497,943977,26.9,25.9,33,15,B.Robinson (8.4),H.Bauer (43-37) and E.Weaver (48-34),Baltimore Orioles
50,1967,Baltimore Orioles,AL,161,76,85,0,0.472,0.545,6th of 10,15.5,,654,592,955053,26.9,26.0,41,21,B.Robinson (7.7),H.Bauer (76-85),Baltimore Orioles
51,1966,Baltimore Orioles,AL,160,97,63,0,0.606,0.603,1st of 10,,Won WS (4-0),755,601,1203366,27.0,25.7,34,15,F.Robinson (7.7),H.Bauer (97-63),Baltimore Orioles
52,1965,Baltimore Orioles,AL,162,94,68,0,0.58,0.547,3rd of 10,8.0,,641,578,781649,27.4,27.4,34,16,B.Robinson (4.5),H.Bauer (94-68),Baltimore Orioles
53,1964,Baltimore Orioles,AL,163,97,65,1,0.599,0.582,3rd of 10,2.0,,679,567,1116215,27.9,27.9,37,16,B.Robinson (8.1),H.Bauer (97-65),Baltimore Orioles
54,1963,Baltimore Orioles,AL,162,86,76,0,0.531,0.517,4th of 10,18.5,,644,621,774343,27.4,28.0,34,17,S.Barber (3.8),B.Hitchcock (86-76),Baltimore Orioles
55,1962,Baltimore Orioles,AL,162,77,85,0,0.475,0.481,7th of 10,19.0,,652,680,790254,27.3,28.0,42,17,B.Robinson (6.1),B.Hitchcock (77-85),Baltimore Orioles
56,1961,Baltimore Orioles,AL,163,95,67,1,0.586,0.573,3rd of 10,14.0,,691,588,951089,27.4,27.0,36,13,J.Gentile (6.9),P.Richards (78-57) and L.Harris (17-10),Baltimore Orioles
57,1960,Baltimore Orioles,AL,154,89,65,0,0.578,0.554,2nd of 8,8.0,,682,606,1187849,27.8,25.4,41,14,B.Robinson (4.1),P.Richards (89-65),Baltimore Orioles
58,1959,Baltimore Orioles,AL,155,74,80,1,0.481,0.446,6th of 8,20.0,,551,621,891926,30.1,27.4,41,15,H.Wilhelm (6.8),P.Richards (74-80),Baltimore Orioles
59,1958,Baltimore Orioles,AL,154,74,79,1,0.484,0.455,6th of 8,17.5,,521,575,829991,29.2,27.9,38,14,J.Harshman (5.3),P.Richards (74-79),Baltimore Orioles
60,1957,Baltimore Orioles,AL,154,76,76,2,0.5,0.507,5th of 8,21.0,,597,588,1029581,29.1,29.9,43,17,B.Gardner (3.7),P.Richards (76-76),Baltimore Orioles
61,1956,Baltimore Orioles,AL,154,69,85,0,0.448,0.405,6th of 8,28.0,,571,705,901201,28.2,30.0,48,23,B.Nieman (4.0),P.Richards (69-85),Baltimore Orioles
62,1955,Baltimore Orioles,AL,156,57,97,2,0.37,0.352,7th of 8,39.0,,540,754,852039,29.3,30.7,54,23,J.Wilson (3.6),P.Richards (57-97),Baltimore Orioles
63,1954,Baltimore Orioles,AL,154,54,100,0,0.351,0.356,7th of 8,57.0,,483,668,1060910,29.8,28.2,38,16,C.Abrams (4.0),J.Dykes (54-100),Baltimore Orioles
64,1953,St. Louis Browns,AL,154,54,100,0,0.351,0.35,8th of 8,46.5,,555,778,297238,28.3,31.0,38,15,D.Larsen (3.6),M.Marion (54-100),Baltimore Orioles
65,1952,St. Louis Browns,AL,155,64,90,1,0.416,0.412,7th of 8,31.0,,604,733,518796,27.6,31.0,48,19,S.Paige (3.2),R.Hornsby (22-29) and M.Marion (42-61),Baltimore Orioles
66,1951,St. Louis Browns,AL,154,52,102,0,0.338,0.338,8th of 8,46.0,,611,882,293790,27.0,27.7,52,21,N.Garver (6.8),Z.Taylor (52-102),Baltimore Orioles
67,1950,St. Louis Browns,AL,154,58,96,0,0.377,0.369,7th of 8,40.0,,684,916,247131,25.5,27.0,36,20,N.Garver (8.2),Z.Taylor (58-96),Baltimore Orioles
68,1949,St. Louis Browns,AL,155,53,101,1,0.344,0.36,7th of 8,44.0,,667,913,270936,27.6,28.5,37,17,N.Garver (4.5),Z.Taylor (53-101),Baltimore Orioles
69,1948,St. Louis Browns,AL,155,59,94,2,0.386,0.394,6th of 8,37.0,,671,849,335564,27.1,26.4,37,16,N.Garver (5.3),Z.Taylor (59-94),Baltimore Orioles
70,1947,St. Louis Browns,AL,154,59,95,0,0.383,0.376,8th of 8,38.0,,564,744,320474,28.4,29.4,31,13,V.Stephens (4.3),M.Ruel (59-95),Baltimore Orioles
71,1946,St. Louis Browns,AL,156,66,88,2,0.429,0.439,7th of 8,38.0,,621,710,526435,29.2,29.6,44,19,J.Kramer (3.0),L.Sewell (53-71) and Z.Taylor (13-17),Baltimore Orioles
72,1945,St. Louis Browns,AL,154,81,70,3,0.536,0.539,3rd of 8,6.0,,597,548,482986,30.4,30.9,31,15,N.Potter (7.8),L.Sewell (81-70),Baltimore Orioles
73,1944,St. Louis Browns,AL,154,89,65,0,0.578,0.57,1st of 8,,Lost WS (4-2),684,587,508644,29.8,30.6,33,12,N.Potter (5.5),L.Sewell (89-65),Baltimore Orioles
74,1943,St. Louis Browns,AL,153,72,80,1,0.474,0.494,6th of 8,25.0,,596,604,214392,29.2,32.4,37,18,N.Potter (3.9),L.Sewell (72-80),Baltimore Orioles
75,1942,St. Louis Browns,AL,151,82,69,0,0.543,0.562,3rd of 8,19.5,,730,637,255617,28.7,31.7,35,16,W.Judnich (5.1),L.Sewell (82-69),Baltimore Orioles
76,1941,St. Louis Browns,AL,157,70,84,3,0.455,0.467,6th of 8,31.0,,765,823,176240,28.1,29.7,35,15,B.Muncrief (4.8),F.Haney (15-29) and L.Sewell (55-55),Baltimore Orioles
77,1940,St. Louis Browns,AL,156,67,87,2,0.435,0.431,6th of 8,23.0,,757,882,239591,28.1,29.8,32,14,E.Auker (4.7),F.Haney (67-87),Baltimore Orioles
78,1939,St. Louis Browns,AL,156,43,111,2,0.279,0.347,8th of 8,64.5,,733,1035,109159,27.4,28.4,45,22,G.McQuinn (3.4),F.Haney (43-111),Baltimore Orioles
79,1938,St. Louis Browns,AL,156,55,97,4,0.362,0.391,7th of 8,44.0,,755,962,130417,27.9,29.7,36,18,H.Clift (6.1),G.Street (53-90) and S.Melillo (2-7),Baltimore Orioles
80,1937,St. Louis Browns,AL,156,46,108,2,0.299,0.342,8th of 8,56.0,,715,1023,123121,28.4,30.3,40,21,H.Clift (6.7),R.Hornsby (25-52) and J.Bottomley (21-56),Baltimore Orioles
81,1936,St. Louis Browns,AL,155,57,95,3,0.375,0.375,7th of 8,44.5,,804,1064,93267,29.4,30.5,28,14,H.Clift (5.2),R.Hornsby (57-95),Baltimore Orioles
82,1935,St. Louis Browns,AL,155,65,87,3,0.428,0.384,7th of 8,28.5,,718,930,80922,28.1,28.2,34,13,I.Andrews (5.8),R.Hornsby (65-87),Baltimore Orioles
83,1934,St. Louis Browns,AL,154,67,85,2,0.441,0.422,6th of 8,33.0,,674,800,115305,27.2,28.2,28,11,B.Newsom (5.5),R.Hornsby (67-85),Baltimore Orioles
84,1933,St. Louis Browns,AL,153,55,96,2,0.364,0.408,8th of 8,43.5,,669,820,88113,27.8,28.5,27,11,B.Hadley (6.8),"B.Killefer (34-57), A.Sothoron (2-6) and R.Hornsby (19-33)",Baltimore Orioles
85,1932,St. Louis Browns,AL,154,63,91,0,0.409,0.41,6th of 8,44.0,,736,898,112558,27.5,28.2,29,10,L.Stewart (4.2),B.Killefer (63-91),Baltimore Orioles
86,1931,St. Louis Browns,AL,154,63,91,0,0.409,0.415,5th of 8,45.0,,721,870,179126,27.5,28.4,31,12,G.Goslin (5.6),B.Killefer (63-91),Baltimore Orioles
87,1930,St. Louis Browns,AL,154,64,90,0,0.416,0.425,6th of 8,38.0,,751,886,152088,28.8,27.7,31,10,L.Stewart (7.9),B.Killefer (64-90),Baltimore Orioles
88,1929,St. Louis Browns,AL,154,79,73,2,0.52,0.513,4th of 8,26.0,,733,713,280697,29.3,28.8,30,13,S.Gray (6.2),D.Howley (79-73),Baltimore Orioles
89,1928,St. Louis Browns,AL,154,82,72,0,0.532,0.518,3rd of 8,19.0,,772,742,339497,28.5,27.1,31,11,H.Manush (7.3),D.Howley (82-72),Baltimore Orioles
90,1927,St. Louis Browns,AL,155,59,94,2,0.386,0.4,7th of 8,50.5,,724,904,247879,31.4,29.3,30,14,K.Williams (3.6),D.Howley (59-94),Baltimore Orioles
91,1926,St. Louis Browns,AL,155,62,92,1,0.403,0.403,7th of 8,29.0,,682,845,283986,29.8,28.4,28,13,T.Zachary (4.8),G.Sisler (62-92),Baltimore Orioles
92,1925,St. Louis Browns,AL,154,82,71,1,0.536,0.497,3rd of 8,15.0,,900,906,462898,29.3,29.6,29,14,H.Rice (4.4),G.Sisler (82-71),Baltimore Orioles
93,1924,St. Louis Browns,AL,153,74,78,1,0.487,0.478,4th of 8,17.0,,769,807,533349,29.8,29.4,33,14,E.Wingard (5.3),G.Sisler (74-78),Baltimore Orioles
94,1923,St. Louis Browns,AL,154,74,78,2,0.487,0.479,5th of 8,24.0,,688,720,430296,29.5,28.9,33,12,K.Williams (7.6),L.Fohl (52-49) and J.Austin (22-29),Baltimore Orioles
95,1922,St. Louis Browns,AL,154,93,61,0,0.604,0.633,2nd of 8,1.0,,867,643,712918,29.0,27.6,26,10,G.Sisler (8.7),L.Fohl (93-61),Baltimore Orioles
96,1921,St. Louis Browns,AL,154,81,73,0,0.526,0.495,3rd of 8,17.5,,835,845,355978,27.8,27.2,34,15,U.Shocker (8.5),L.Fohl (81-73),Baltimore Orioles
97,1920,St. Louis Browns,AL,154,76,77,1,0.497,0.518,4th of 8,21.5,,797,766,419311,28.5,27.1,37,17,G.Sisler (9.9),J.Burke (76-77),Baltimore Orioles
98,1919,St. Louis Browns,AL,140,67,72,1,0.482,0.472,5th of 8,20.5,,533,567,349350,28.7,27.7,32,14,G.Sisler (6.1),J.Burke (67-72),Baltimore Orioles
99,1918,St. Louis Browns,AL,123,58,64,1,0.475,0.477,5th of 8,15.0,,426,448,122076,28.3,26.8,26,12,G.Sisler (6.6),"F.Jones (22-24), J.Austin (7-9) and J.Burke (29-31)",Baltimore Orioles
100,1917,St. Louis Browns,AL,155,57,97,1,0.37,0.367,7th of 8,43.0,,510,687,210486,28.1,27.5,40,15,G.Sisler (5.8),F.Jones (57-97),Baltimore Orioles
101,1916,St. Louis Browns,AL,158,79,75,4,0.513,0.535,5th of 8,12.0,,588,545,335740,28.2,28.0,32,12,G.Sisler (5.2),F.Jones (79-75),Baltimore Orioles
102,1915,St. Louis Browns,AL,159,63,91,5,0.409,0.381,6th of 8,39.5,,522,680,150358,27.3,25.3,46,23,C.Weilman (5.6),B.Rickey (63-91),Baltimore Orioles
103,1914,St. Louis Browns,AL,159,71,82,6,0.464,0.426,5th of 8,28.5,,523,615,244714,26.8,24.6,38,11,C.Weilman (6.9),B.Rickey (71-82),Baltimore Orioles
104,1913,St. Louis Browns,AL,155,57,96,2,0.373,0.412,8th of 8,39.0,,528,642,250330,26.3,23.6,41,13,B.Shotton (4.9),"G.Stovall (50-84), J.Austin (2-6) and B.Rickey (5-6)",Baltimore Orioles
105,1912,St. Louis Browns,AL,157,53,101,3,0.344,0.356,7th of 8,53.0,,552,764,214070,27.7,25.8,45,16,B.Shotton (3.9),B.Wallace (12-27) and G.Stovall (41-74),Baltimore Orioles
106,1911,St. Louis Browns,AL,152,45,107,0,0.296,0.341,8th of 8,56.5,,567,812,207984,28.0,27.4,46,19,B.Pelty (3.7),B.Wallace (45-107),Baltimore Orioles
107,1910,St. Louis Browns,AL,158,47,107,4,0.305,0.286,8th of 8,57.0,,451,743,249889,28.2,27.1,42,20,B.Wallace (4.3),J.O'Connor (47-107),Baltimore Orioles
108,1909,St. Louis Browns,AL,154,61,89,4,0.407,0.381,7th of 8,36.0,,441,575,366274,30.0,28.4,32,13,B.Pelty (4.3),J.McAleer (61-89),Baltimore Orioles
109,1908,St. Louis Browns,AL,155,83,69,3,0.546,0.554,4th of 8,6.5,,544,483,618947,30.0,29.5,23,8,B.Wallace (6.3),J.McAleer (83-69),Baltimore Orioles
110,1907,St. Louis Browns,AL,155,69,83,3,0.454,0.488,6th of 8,24.0,,541,555,419025,30.4,29.2,25,9,G.Stone (5.5),J.McAleer (69-83),Baltimore Orioles
111,1906,St. Louis Browns,AL,154,76,73,5,0.51,0.553,5th of 8,16.0,,560,499,389157,28.7,28.1,19,6,G.Stone (8.7),J.McAleer (76-73),Baltimore Orioles
112,1905,St. Louis Browns,AL,156,54,99,3,0.353,0.422,8th of 8,40.5,,512,608,339112,29.1,27.6,25,9,H.Howell (6.6),J.McAleer (54-99),Baltimore Orioles
113,1904,St. Louis Browns,AL,156,65,87,4,0.428,0.397,6th of 8,29.0,,481,604,318108,29.4,26.8,25,8,H.Howell (6.3),J.McAleer (65-87),Baltimore Orioles
114,1903,St. Louis Browns,AL,139,65,74,0,0.468,0.478,6th of 8,26.5,,500,525,380405,28.4,27.7,26,10,W.Sudhoff (6.5),J.McAleer (65-74),Baltimore Orioles
115,1902,St. Louis Browns,AL,140,78,58,4,0.574,0.509,2nd of 8,5.0,,619,607,272283,27.9,26.8,21,12,J.Powell (6.0),J.McAleer (78-58),Baltimore Orioles
116,1901,Milwaukee Brewers,AL,139,48,89,2,0.35,0.385,8th of 8,35.5,,641,828,139034,26.3,26.1,26,6,J.Anderson (4.4),H.Duffy (48-89),Baltimore Orioles
1,2016,Boston Red Sox,AL East,162,93,69,0,0.574,0.606,1st of 5,,Lost LDS (3-0),878,694,2955434,28.6,29.0,43,25,M.Betts (9.6),J.Farrell (93-69),Boston Red Sox
2,2015,Boston Red Sox,AL East,162,78,84,0,0.481,0.497,5th of 5,15.0,,748,753,2880694,28.4,28.6,51,26,M.Betts (6.0),J.Farrell (78-84),Boston Red Sox
3,2014,Boston Red Sox,AL East,162,71,91,0,0.438,0.445,5th of 5,25.0,,634,715,2956089,29.3,29.9,55,25,D.Pedroia (4.9),J.Farrell (71-91),Boston Red Sox
4,2013,Boston Red Sox,AL East,162,97,65,0,0.599,0.618,1st of 5,,Won WS (4-2),853,656,2833333,29.7,30.2,48,26,D.Pedroia (6.3),J.Farrell (97-65),Boston Red Sox
